filename,emotion_recode2,added_manually,sample_weight
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/293368_148510_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/407706_211861_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/970521_511218_image.jpeg,Neutral,0,2
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1164745_593422_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/696459_361754_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/534968_283908_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1233895_632383_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1153451_586141_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/927111_480335_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1474536_780236_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1031681_545590_image.jpeg,Pessimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/701220_364819_image.jpeg,Optimistic,0,3
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1254626_646631_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/447675_234927_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/964657_506204_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/246592_126629_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/535812_284718_image.jpeg,Optimistic,0,2
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/425652_224202_image.jpeg,Pessimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1039033_547377_image.jpeg,Pessimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/497059_266008_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1587181_852091_image.jpeg,Hostile,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/973300_513253_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1195575_610568_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1574962_847768_image.jpeg,Hostile,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/299382_152927_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/860083_439512_image.jpeg,Neutral,0,2
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1517268_809419_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1443865_762331_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/657095_335700_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1549329_831313_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/512193_276569_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/426591_224856_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/293105_148323_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/397482_204399_image.jpeg,Optimistic,0,0.5
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/502374_270100_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/873265_447634_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/481719_255624_image.jpeg,Pessimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1443611_762170_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/299342_152884_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1156792_588089_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/881958_452712_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/298745_152693_image.jpeg,Pessimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1148645_582589_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/488756_261168_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/854021_435280_image.jpeg,Pessimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/439115_228896_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/751388_390704_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1300094_675757_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/474242_250756_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/510178_275313_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1513605_806630_image.jpeg,Optimistic,0,4
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/665566_340989_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1158106_589001_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1522257_812870_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/976455_514375_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/488744_261155_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1202937_615455_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/549721_294285_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1240025_636417_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/861026_440089_image.jpeg,Neutral,0,0.25
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1039427_547574_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1299960_675667_image.jpeg,Optimistic,0,3
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/510956_275959_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1320186_690617_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1534930_820414_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/933197_485158_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1148620_582569_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1408592_738242_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/926021_479686_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/564772_304197_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1487576_789730_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1551789_833109_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/745012_385960_image.jpeg,Hostile,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1496443_794968_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/481141_255233_image.jpeg,Hostile,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/314032_163903_image.jpeg,Hostile,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/293121_148332_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/715892_374758_image.jpeg,Neutral,0,2
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1434570_755613_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1508361_803229_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/496979_266000_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1606470_866956_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/426166_224636_image.jpeg,Hostile,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1144072_579005_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/574612_312031_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1166308_594268_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/439311_229103_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1158201_589090_image.jpeg,Pessimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/194941_102713_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/510405_275530_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1153921_586397_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1417173_743705_image.jpeg,Pessimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1310292_683344_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/194735_102510_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1367820_718622_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1549734_831631_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/588088_321293_image.jpeg,Neutral,0,0.5
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1449715_766366_image.jpeg,Neutral,0,0.5
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1499085_796358_image.jpeg,Hostile,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/296502_151035_image.jpeg,Hostile,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/970537_511233_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1605051_865905_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1176890_597643_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/514445_277917_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1122795_565474_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1153336_586070_image.jpeg,Optimistic,0,2
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/741046_383096_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1602808_864372_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/447691_234930_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/358354_181190_image.jpeg,Pessimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/510943_275948_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1045188_551716_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1149116_582855_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1265488_654539_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1535058_820515_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/914199_474331_image.jpeg,Hostile,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/370340_183851_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/751409_390728_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/715382_374469_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/745053_385989_image.jpeg,Hostile,0,3
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1014659_533957_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1018454_536561_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1107637_561066_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1270352_657974_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1196569_611043_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1148466_582438_image.jpeg,Pessimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1313095_685525_image.jpeg,Neutral,0,3
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/549419_294078_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/888189_455760_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1587630_852432_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1615314_873756_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1177008_597753_image.jpeg,Pessimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1218201_625920_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/588456_321606_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/327416_173695_image.jpeg,Hostile,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1025313_541025_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/488725_261133_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1177206_597881_image.jpeg,Hostile,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1209848_620349_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/779111_411959_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/971053_511482_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/971023_511459_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/426114_224601_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1567099_842477_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/315878_165153_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/467087_246709_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/407852_211932_image.jpeg,Pessimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/891013_457466_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1374702_723983_image.jpeg,Pessimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1129527_570568_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1246355_640811_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1444345_762560_image.jpeg,Neutral,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1450609_766837_image.jpeg,Hostile,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/1040474_548429_image.jpeg,Optimistic,0,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/184959_94405_image.jpeg,Pessimistic,1,3
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/190759_99709_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/190889_99803_image.jpeg,Hostile,1,0.5
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/194916_102690_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/194926_102699_image.jpeg,Pessimistic,1,0.5
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/200675_107602_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/229448_111382_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/229590_111484_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/234094_115317_image.jpeg,Hostile,1,3
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/239881_120574_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/243603_123717_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/251994_130560_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/293106_148324_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/293241_148404_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/305029_157620_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/305243_157755_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/305282_157783_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/305520_157925_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/318484_167085_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/330930_175929_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/331452_176216_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/335720_179196_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/369889_183457_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/378635_190822_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/397555_204450_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/409228_212625_image.jpeg,Neutral,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/417006_218060_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/439243_229022_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/447140_234613_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/455086_240110_image.jpeg,Hostile,1,2
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/483917_256996_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/483933_257008_image.jpeg,Pessimistic,1,3
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/488675_261092_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/511410_276125_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/548537_293460_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/561656_301648_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/564777_304202_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/569024_307428_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/584385_319080_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/588109_321317_image.jpeg,Pessimistic,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/666968_341829_image.jpeg,Hostile,1,1
/home/simon/Documents/Zwischen Wörtern und Pixeln/Sample_Dataset/Reichel/images_with_faces/698497_363097_image.jpeg,Pessimistic,1,1
